Capture Time,Game,Team,Game Time,Opening Odds Time,Edge Type,Edge Value,Predicted Outcome,Probability,Opening Line,Current Line,Model Projection
2025-12-29T18:23:51.270631+00:00,North Carolina Tar Heels vs. Florida St Seminoles,North Carolina Tar Heels,Dec 30 07:00PM ET,2025-12-29 17:04:53 UTC,Spread,0.0241897189022821,-18.0,0.547999242711806,-16.5,-16.5,-20.05
2025-12-29T18:23:51.270913+00:00,Creighton Bluejays vs. Butler Bulldogs,Creighton Bluejays,Dec 30 09:00PM ET,2025-12-29 17:24:04 UTC,Moneyline,0.0176619990299867,Win,0.6740153292142097,-192.0,-191.0,0.6740153292142097
2025-12-29T19:32:49.895087+00:00,Charlotte 49ers vs. Temple Owls,Charlotte 49ers,Dec 30 07:00PM ET,2025-12-29 19:23:42 UTC,Spread,0.0262840320427825,-1.0,0.5336731946043589,0.0,0.0,-2.3
2025-12-29T19:32:49.895425+00:00,Bowling Green Falcons vs. Miami (OH) RedHawks,Miami (OH) RedHawks,Dec 30 07:00PM ET,2025-12-29 19:23:42 UTC,Spread,0.0128117939803281,3.0,0.5320425632110974,4.0,4.0,2.1
2025-12-29T19:46:58.123994+00:00,Charlotte 49ers vs. Temple Owls,Charlotte 49ers,Dec 30 07:00PM ET,2025-12-29 19:23:42 UTC,Moneyline,0.0160683951580857,Win,0.5507004297901203,-115.0,-115.0,0.5507004297901203
2025-12-29T19:46:58.124285+00:00,Eastern Michigan Eagles vs. Massachusetts Minutemen,N/A,Dec 30 07:30PM ET,2025-12-29 19:34:46 UTC,Under,0.0126339354023873,Under,0.5341650358808562,149.5,149.5,145.0
2025-12-29T19:46:58.124772+00:00,Pepperdine Waves vs. Saint Mary's Gaels,Pepperdine Waves,Dec 30 09:00PM ET,2025-12-29 19:34:46 UTC,Spread,0.0312040468018538,17.0,0.5504348160326231,18.5,18.5,14.5
2025-12-29T19:46:58.124888+00:00,Colorado St Rams vs. Nevada Wolf Pack,Nevada Wolf Pack,Dec 30 09:00PM ET,2025-12-29 19:34:46 UTC,Spread,0.0128117939803281,4.0,0.5320425632110974,5.0,5.0,3.0
2025-12-29T19:46:58.125136+00:00,Fresno St Bulldogs vs. Utah State Aggies,Fresno St Bulldogs,Dec 30 09:00PM ET,2025-12-29 19:34:46 UTC,Spread,0.0241897189022821,13.0,0.547999242711806,14.5,14.5,10.9
2025-12-29T20:03:01.031375+00:00,Air Force Falcons vs. Wyoming Cowboys,N/A,Dec 30 04:00PM ET,2025-12-29 19:23:42 UTC,Under,0.0160301803540053,Under,0.5375612808324742,145.5,145.5,139.626029695216
2025-12-29T20:03:01.031498+00:00,Air Force Falcons vs. Wyoming Cowboys,Wyoming Cowboys,Dec 30 04:00PM ET,2025-12-29 19:23:42 UTC,Spread,0.0312040468018538,-12.5,0.5504348160326231,-11.0,-11.0,-14.3
2025-12-29T20:03:01.032221+00:00,Wisconsin Badgers vs. Milwaukee Panthers,Milwaukee Panthers,Dec 30 07:00PM ET,2025-12-29 19:23:42 UTC,Spread,0.0139702740544709,20.0,0.5320425632110974,20.5,21.0,18.75
2025-12-29T20:03:01.034313+00:00,San Diego Toreros vs. Gonzaga Bulldogs,N/A,Dec 30 09:30PM ET,2025-12-29 19:48:36 UTC,Under,0.0137517570229503,Under,0.5375612808324742,161.5,161.5,155.78794434167
2025-12-29T20:03:01.034910+00:00,Oregon St Beavers vs. San Francisco Dons,Oregon St Beavers,Dec 30 10:00PM ET,2025-12-29 19:48:36 UTC,Spread,0.0191100878082424,4.5,0.5336731946043589,5.5,5.5,3.15
2025-12-29T23:02:55.258031+00:00,Davidson Wildcats vs. Duquesne Dukes,Davidson Wildcats,Dec 30 07:00PM ET,2025-12-29 19:23:42 UTC,Spread,0.0358041207605864,-2.5,0.547999242711806,-2.5,-1.0,-4.15
2025-12-30T01:10:09.980750+00:00,Tennessee Volunteers vs. South Carolina St Bulldogs,South Carolina St Bulldogs,Dec 30 08:00PM ET,2025-12-30 00:43:28 UTC,Spread,0.0446479804347867,44.0,0.5638787496655561,46.0,46.0,41.6
2025-12-30T20:02:53.772010+00:00,Rhode Island Rams vs. Loyola (Chi) Ramblers,Rhode Island Rams,Dec 31 12:00PM ET,2025-12-30 19:49:10 UTC,Spread,0.0287684734810367,-12.5,0.547999242711806,-11.0,-11.0,-14.4
2025-12-30T20:22:48.799997+00:00,Western Carolina Catamounts vs. Wofford Terriers,Western Carolina Catamounts,Dec 31 01:00PM ET,2025-12-30 19:49:10 UTC,Spread,0.0128117939803281,0.5,0.5320425632110974,1.5,1.5,-0.45
2025-12-30T20:22:48.800437+00:00,Elon Phoenix vs. Charleston Cougars,Elon Phoenix,Dec 31 02:00PM ET,2025-12-30 20:04:48 UTC,Spread,0.0287684734810367,-4.0,0.547999242711806,-2.5,-2.5,-6.6
2025-12-30T20:22:48.800552+00:00,William & Mary Tribe vs. Stony Brook Seawolves,William & Mary Tribe,Dec 31 02:00PM ET,2025-12-30 20:04:48 UTC,Spread,0.0174828107869233,-11.5,0.547999242711806,-10.0,-10.0,-13.15
2025-12-30T20:22:48.801078+00:00,Dayton Flyers vs. Fordham Rams,Fordham Rams,Dec 31 02:00PM ET,2025-12-30 20:04:48 UTC,Spread,0.0312040468018538,15.5,0.5504348160326231,17.0,17.0,13.15
2025-12-30T20:22:48.801509+00:00,Monmouth Hawks vs. Campbell Fighting Camels,Monmouth Hawks,Dec 31 02:00PM ET,2025-12-30 20:04:48 UTC,Spread,0.0128117939803281,-2.0,0.5320425632110974,-1.0,-1.0,-3.8
2025-12-30T20:22:48.802109+00:00,Hampton Pirates vs. Towson Tigers,Hampton Pirates,Dec 31 02:30PM ET,2025-12-30 20:04:48 UTC,Spread,0.0154719658609231,4.0,0.5347027350916924,5.0,5.0,2.9
2025-12-30T20:22:48.802316+00:00,North Carolina A&T Aggies vs. Northeastern Huskies,North Carolina A&T Aggies,Dec 31 03:00PM ET,2025-12-30 20:04:48 UTC,Spread,0.024653400649521,3.0,0.5320425632110974,4.0,4.0,2.05
2025-12-30T21:03:01.957321+00:00,South Carolina Upstate Spartans vs. Radford Highlanders,South Carolina Upstate Spartans,Dec 31 02:00PM ET,2025-12-30 20:50:52 UTC,Spread,0.0287684734810367,-1.5,0.547999242711806,0.0,0.0,-3.65
2025-12-30T21:03:01.958324+00:00,UNC Asheville Bulldogs vs. High Point Panthers,UNC Asheville Bulldogs,Dec 31 02:00PM ET,2025-12-30 20:50:52 UTC,Spread,0.0198474412598779,9.0,0.5320425632110974,10.0,10.0,7.35
2025-12-30T21:03:01.960764+00:00,UT Rio Grande Valley Vaqueros vs. Nicholls St Colonels,UT Rio Grande Valley Vaqueros,Dec 31 05:30PM ET,2025-12-30 20:50:52 UTC,Spread,0.0128117939803281,-5.0,0.5320425632110974,-4.0,-4.0,-6.2
2025-12-30T22:22:10.449893+00:00,Navy Midshipmen vs. Boston Univ. Terriers,Navy Midshipmen,Dec 31 01:00PM ET,2025-12-30 20:50:52 UTC,Moneyline,0.0134038498189441,Win,0.7356260720411664,-260.0,-260.0,0.7356260720411664
2025-12-30T22:22:10.452483+00:00,Old Dominion Monarchs vs. Appalachian St Mountaineers,Old Dominion Monarchs,Dec 31 02:00PM ET,2025-12-30 20:04:48 UTC,Moneyline,0.02615437807935,Win,0.5913717693836978,-130.0,-130.0,0.5913717693836978
2025-12-30T22:22:10.452680+00:00,Monmouth Hawks vs. Campbell Fighting Camels,Monmouth Hawks,Dec 31 02:00PM ET,2025-12-30 20:04:48 UTC,Moneyline,0.0575085305522945,Win,0.6227259218566423,-130.0,-130.0,0.6227259218566423
2025-12-30T22:22:10.453728+00:00,South Carolina Upstate Spartans vs. Radford Highlanders,South Carolina Upstate Spartans,Dec 31 02:00PM ET,2025-12-30 20:50:52 UTC,Moneyline,0.02865053641953,Win,0.5524600602290539,-110.0,-110.0,0.5524600602290539
2025-12-30T22:22:10.454115+00:00,Elon Phoenix vs. Charleston Cougars,Elon Phoenix,Dec 31 02:00PM ET,2025-12-30 20:04:48 UTC,Moneyline,0.0199691722418995,Win,0.6067460317460318,-142.0,-142.0,0.6067460317460318
2025-12-30T23:02:42.633009+00:00,Navy Midshipmen vs. Boston Univ. Terriers,Navy Midshipmen,Dec 31 01:00PM ET,2025-12-30 20:50:52 UTC,Spread,0.0154719658609231,-6.0,0.5347027350916924,-6.0,-5.0,-7.2
2026-01-01T05:23:25.359328+00:00,Youngstown St Penguins vs. Oakland Golden Grizzlies,Youngstown St Penguins,Jan 01 01:00PM ET,2026-01-01 05:10:06 UTC,Moneyline,0.02561721263875,Win,0.5605009335689826,-115.0,-115.0,0.5605009335689826
2026-01-01T05:23:25.359710+00:00,Central Arkansas Bears vs. Florida Gulf Coast Eagles,Central Arkansas Bears,Jan 01 02:00PM ET,2026-01-01 05:10:06 UTC,Spread,0.0241897189022821,0.5,0.547999242711806,2.0,2.0,-1.35
2026-01-01T05:23:25.359762+00:00,Central Arkansas Bears vs. Florida Gulf Coast Eagles,N/A,Jan 01 02:00PM ET,2026-01-01 05:10:06 UTC,Under,0.0103555120713323,Under,0.5341650358808562,158.5,158.5,154.07109287670102
2026-01-01T05:23:25.360476+00:00,Wright St Raiders vs. Milwaukee Panthers,Wright St Raiders,Jan 01 02:00PM ET,2026-01-01 05:10:06 UTC,Moneyline,0.0100570661204962,Win,0.713744511247801,-237.0,-237.0,0.713744511247801
2026-01-01T05:23:25.360677+00:00,Illinois St Redbirds vs. Evansville Purple Aces,Illinois St Redbirds,Jan 01 03:00PM ET,2026-01-01 05:10:06 UTC,Spread,0.0266252922230992,-16.5,0.5504348160326231,-15.0,-15.0,-18.65
2026-01-01T05:23:25.361168+00:00,UNC Greensboro Spartans vs. Chattanooga Mocs,UNC Greensboro Spartans,Jan 01 04:00PM ET,2026-01-01 05:10:06 UTC,Moneyline,0.0198720335139441,Win,0.5149215384644392,102.0,102.0,0.5149215384644392
2026-01-01T05:23:25.362536+00:00,Arkansas-Little Rock Trojans vs. Tennessee Tech Golden Eagles,N/A,Jan 01 06:00PM ET,2026-01-01 05:10:06 UTC,Over,0.0103652785285063,Over,0.5341748023380302,142.0,142.0,148.415887588361
2026-01-01T05:23:25.363083+00:00,Belmont Bruins vs. Bradley Braves,Belmont Bruins,Jan 01 07:00PM ET,2026-01-01 05:10:06 UTC,Spread,0.0198474412598779,-6.5,0.5320425632110974,-5.5,-5.5,-8.4
2026-01-01T05:23:25.363123+00:00,Belmont Bruins vs. Bradley Braves,Belmont Bruins,Jan 01 07:00PM ET,2026-01-01 05:10:06 UTC,Moneyline,0.0206831447879457,Win,0.7055466683611467,-217.0,-217.0,0.7055466683611467
2026-01-01T05:23:25.363792+00:00,Northern Iowa Panthers vs. Indiana St Sycamores,Northern Iowa Panthers,Jan 01 08:00PM ET,2026-01-01 05:10:06 UTC,Spread,0.0281625130495865,-10.5,0.5519720368591103,-9.0,-9.0,-12.35
2026-01-01T05:23:25.363842+00:00,Northern Iowa Panthers vs. Indiana St Sycamores,N/A,Jan 01 08:00PM ET,2026-01-01 05:10:06 UTC,Under,0.0150361385004683,Under,0.5388456623099922,133.0,133.0,125.03
2026-01-01T05:23:25.364472+00:00,Idaho State Bengals vs. Sacramento St Hornets,Sacramento St Hornets,Jan 01 09:00PM ET,2026-01-01 05:10:06 UTC,Spread,0.0105114627326285,10.0,0.5320425632110974,11.0,11.0,8.8
2026-01-01T19:32:43.849002+00:00,Western Kentucky Hilltoppers vs. Sam Houston St Bearkats,Sam Houston St Bearkats,Jan 02 05:00PM ET,2026-01-01 19:23:35 UTC,Spread,0.0128117939803281,2.5,0.5320425632110974,3.5,3.5,0.95
2026-01-01T19:32:43.850274+00:00,Maryland Terrapins vs. Oregon Ducks,Oregon Ducks,Jan 02 07:30PM ET,2026-01-01 19:23:35 UTC,Spread,0.0241897189022821,0.0,0.547999242711806,1.5,1.5,-1.75
2026-01-01T19:46:57.006397+00:00,Michigan Wolverines vs. USC Trojans,Michigan Wolverines,Jan 02 07:00PM ET,2026-01-01 19:23:35 UTC,Spread,0.0105114627326285,-22.0,0.5320425632110974,-20.75,-21.0,-23.2
2026-01-01T19:46:57.007919+00:00,San Francisco Dons vs. San Diego Toreros,San Diego Toreros,Jan 02 10:00PM ET,2026-01-01 19:34:33 UTC,Spread,0.0128117939803281,11.5,0.5320425632110974,12.5,12.5,10.0
2026-01-01T20:22:41.773035+00:00,Stanford Cardinal vs. Louisville Cardinals,Louisville Cardinals,Jan 02 08:00PM ET,2026-01-01 19:34:33 UTC,Spread,0.0139702740544709,-9.0,0.5320425632110974,-9.0,-8.0,-10.0
2026-01-01T20:22:41.773976+00:00,California Golden Bears vs. Notre Dame Fighting Irish,Notre Dame Fighting Irish,Jan 02 11:00PM ET,2026-01-01 19:34:33 UTC,Spread,0.0214780726531393,3.0,0.5336731946043589,2.5,4.0,2.0
2026-01-01T21:21:50.809406+00:00,Iona Gaels vs. Siena Saints,Iona Gaels,Jan 02 07:00PM ET,2026-01-01 19:23:35 UTC,Moneyline,0.0108791835030526,Win,0.5613842340081031,-122.0,-122.0,0.5613842340081031
