Game,Prediction,Time (ET),Location,Thrill Score,Come back,Excite ment
200 Navy at  278 Presbyterian,Navy 72-71 (54%) [69],7:00 pm ESPN+,"Clinton, SC Ross E. Templeton P.E. Center",33.115,,
252 Utah Tech at  305 South Dakota,South Dakota 81-80 (51%) [75],8:30 pm,"Vermillion, SD Sanford Coyote Sports Center",32.816,,
216 Delaware at  299 Bucknell,Delaware 76-74 (55%) [72],7:00 pm ESPN+,"Lewisburg, PA Sojka Pavilion",32.617,,
226 Hampton at  212 Milwaukee,Milwaukee 75-71 (64%) [71],8:00 pm ESPN+,"Milwaukee, WI UW-Milwaukee Panther Arena",31.718,,
263 Coastal Carolina at  292 Western Michigan,Western Michigan 75-74 (55%) [69],7:00 pm ESPN+,"Kalamazoo, MI University Arena",31.619,,
219 Queens at  151 Winthrop,Winthrop 84-78 (72%) [75],8:00 am YouTube,"Rock Hill, SC Rock Hill Sports & Events Cent",31.52,,
184 Old Dominion at  127 Miami OH,Miami OH 79-72 (73%) [71],7:00 pm ESPN+,"Oxford, OH John D. Millett Hall",31.521,,
260 Southern Miss at  330 Buffalo,Southern Miss 78-76 (56%) [74],6:30 pm ESPN+,"Buffalo, NY Alumni Arena",31.022,,
180 Samford at  114 Tulane,Tulane 81-73 (77%) [72],8:30 pm ESPN+,"New Orleans, LA Fogelman Arena in Devlin Field",30.823,,
194 Appalachian St. at  309 Central Michigan,Appalachian St. 71-67 (61%) [69],7:00 pm ESPN+,"Mt. Pleasant, MI McGuirk Arena",30.124,,
261 Boston University at  218 Northeastern,Northeastern 73-69 (65%) [68],7:30 pm FloSports,"Boston, MA Matthews Arena",30.125,,
301 Georgia St. at  274 Eastern Michigan,Eastern Michigan 79-74 (66%) [72],6:30 pm ESPN+,"Ypsilanti, MI George Gervin GameAbove Center",28.526,,
270 Merrimack vs.  169 South Dakota St.,South Dakota St. 75-69 (71%) [70],9:00 pm YouTube,"Sioux Falls, SD Sanford Pentagon",28.327,,
215 North Dakota St. at  129 Oregon St.,Oregon St. 78-70 (76%) [68],9:30 pm ESPN+,"Corvallis, OR Gill Coliseum",27.928,,
291 Bryant at  208 Siena,Siena 78-72 (72%) [72],7:00 pm ESPN+,"Albany, NY MVP Arena",26.529,,
142 Towson vs.  294 Loyola MD,Towson 75-67 (75%) [68],9:00 pm,"Baltimore, MD CFG Bank Arena",26.43,,
280 Northern Arizona vs.  123 Drake,Drake 79-70 (78%) [70],4:00 pm YouTube,"Sioux Falls, SD Sanford Pentagon",26.231,,
350 Louisiana Monroe at  318 Northern Illinois,Northern Illinois 77-72 (67%) [72],8:00 pm ESPN+,"DeKalb, IL Convocation Center",26.032,,
243 Idaho at  137 Washington St.,Washington St. 82-74 (79%) [72],9:30 pm ESPN+,"Pullman, WA Wallis Beasley Performing Arts",25.533,,
158 St. Thomas at  55 Saint Mary's,Saint Mary's 77-64 (88%) [67],10:00 pm ESPN+,"Moraga, CA University Credit Union Pavili",25.134,,
162 Hofstra at  64 UCF,UCF 79-66 (89%) [71],8:00 pm ESPN+,"Orlando, FL Addition Financial Arena",23.735,,
160 San Jose St. at  74 Utah,Utah 80-67 (88%) [71],9:00 pm ESPN+,"Salt Lake City, UT Jon M. Huntsman Center",23.436,,
174 Incarnate Word at  79 Colorado St.,Colorado St. 82-69 (87%) [70],9:00 pm,"Fort Collins, CO Moby Arena",23.337,,
171 Youngstown St. at  63 Pittsburgh,Pittsburgh 82-68 (90%) [71],7:00 pm ACC Network Extra,"Pittsburgh, PA Petersen Events Center",22.338,,
257 Air Force at  108 Belmont,Belmont 79-67 (86%) [71],7:30 pm ESPN+,"Nashville, TN Curb Event Center",20.639,,
224 Wofford at  91 George Mason,George Mason 78-65 (88%) [68],7:00 pm ESPN+,"Fairfax, VA EagleBank Arena",20.64,,
298 Detroit Mercy at  135 Illinois Chicago,Illinois Chicago 78-67 (84%) [71],8:00 pm ESPN+,"Chicago, IL Credit Union 1 Arena",19.841,,
213 Purdue Fort Wayne at  80 Grand Canyon,Grand Canyon 85-70 (91%) [74],9:00 pm,"Phoenix, AZ Global Credit Union Arena",19.742,,
241 Cal St. Bakersfield at  87 California,California 80-66 (90%) [71],10:00 pm ACC Network Extra,"Berkeley, CA Haas Pavilion",18.443,,
253 Cleveland St. at  99 Loyola Chicago,Loyola Chicago 81-67 (89%) [70],8:00 pm ESPN+,"Chicago, IL Gentile Arena",18.344,,
336 USC Upstate at  191 Cal Baptist,Cal Baptist 83-72 (84%) [73],10:30 pm ESPN+,"Riverside, CA Fowler Events Center",18.245,,
164 Southern at  29 Arkansas,Arkansas 84-64 (96%) [73],7:00 pm SEC Network,"Fayetteville, AR Bud Walton Arena",17.646,,
240 Jacksonville at  76 Miami FL,Miami FL 79-64 (91%) [70],8:00 pm ACC Network Extra,"Coral Gables, FL Watsco Center",17.547,,
28 Missouri at  308 Howard,Missouri 89-70 (96%) [73],7:00 pm ESPN+,"Washington, DC Burr Arena",17.248,,
217 Marist at  62 Xavier,Xavier 79-63 (93%) [72],7:15 pm ESPN+,"Cincinnati, OH Cintas Center",17.149,,
343 Tennessee Tech at  202 Western Kentucky,Western Kentucky 83-71 (86%) [74],7:30 pm ESPN+,"Bowling Green, KY E.A. Diddle Arena",16.65,,
203 Campbell at  20 Wisconsin,Wisconsin 85-64 (97%) [70],8:00 pm BTN Plus,"Madison, WI Kohl Center",16.051,,
249 Montana St. at  83 Colorado,Colorado 81-66 (92%) [71],9:00 pm ESPN+,"Boulder, CO CU Events Center",15.852,,
204 Colgate at  25 Michigan St.,Michigan St. 84-63 (97%) [71],7:00 pm BTN Plus,"East Lansing, MI Breslin Center",15.653,,
206 Lipscomb at  19 Vanderbilt,Vanderbilt 87-65 (98%) [72],8:00 pm SEC Network Plus,"Nashville, TN Memorial Gym",15.554,,
195 Oakland at  11 Michigan,Michigan 87-64 (98%) [71],8:30 pm FOX Sports 1,"Ann Arbor, MI Crisler Center",15.555,,
339 Western Illinois at  143 Radford,Radford 79-66 (88%) [68],7:00 pm ESPN+,"Radford, VA Dedmon Center",15.556,,
284 Maine at  81 George Washington,George Washington 81-64 (93%) [70],8:00 pm ESPN+,"Washington, DC Charles E. Smith Center",15.057,,
290 Saint Peter's at  93 Seton Hall,Seton Hall 73-58 (91%) [67],7:30 pm ESPN+,"Newark, NJ Prudential Center",14.858,,
207 Western Carolina at  36 Cincinnati,Cincinnati 81-61 (97%) [72],7:00 pm ESPN+,"Cincinnati, OH Fifth Third Arena",14.759,,
287 LIU at  77 Notre Dame,Notre Dame 78-61 (93%) [69],7:00 pm ACC Network Extra,"South Bend, IN Purcell Pavilion at the Joyce",14.46,,
229 Quinnipiac at  16 St. John's,St. John's 90-65 (99%) [75],6:30 pm FOX Sports 1,"Jamaica, NY Carnesecca Arena",13.861,,
316 Lafayette at  109 Saint Joseph's,Saint Joseph's 78-63 (92%) [70],7:00 pm ESPN+,"Philadelphia, PA Hagan Arena",13.662,,
262 Southeast Missouri at  65 Saint Louis,Saint Louis 84-66 (96%) [73],8:00 pm ESPN+,"St. Louis, MO Chaifetz Arena",13.563,,
236 Bethune Cookman at  31 Auburn,Auburn 86-63 (98%) [72],8:00 pm SEC Network Plus,"Auburn, AL Neville Arena",13.064,,
232 Eastern Washington at  10 UCLA,UCLA 87-62 (99%) [70],10:30 pm Big Ten Network,"Los Angeles, CA Pauley Pavilion",12.965,,
259 Albany at  47 Marquette,Marquette 85-64 (97%) [72],8:00 pm ESPN+,"Milwaukee, WI Fiserv Forum",12.966,,
267 Northwestern St. at  35 Texas A&M,Texas A&M 86-63 (98%) [71],8:00 pm SEC Network Plus,"College Station, TX Reed Arena",12.667,,
251 Jackson St. at  6 Illinois,Illinois 93-65 (99%) [74],8:30 pm Big Ten Network,"Champaign, IL State Farm Center",12.668,,
256 Southeastern Louisiana at  24 Mississippi,Mississippi 84-61 (98%) [71],8:00 pm SEC Network Plus,"Oxford, MS The Pavilion at Ole Miss",12.669,,
264 Cal Poly at  22 USC,USC 94-68 (99%) [76],9:30 pm BTN Plus,"Los Angeles, CA Galen Center",12.67,,
313 Fairfield at  95 Penn St.,Penn St. 84-67 (95%) [72],7:00 pm BTN Plus,"University Park, PA Bryce Jordan Center",12.471,,
239 Mercer at  9 Tennessee,Tennessee 86-60 (99%) [72],7:00 pm SEC Network Plus,"Knoxville, TN Food City Center",12.172,,
254 UT Rio Grande Valley at  17 Baylor,Baylor 89-63 (99%) [71],8:00 pm ESPN+,"Waco, TX Foster Pavilion",12.073,,
311 Gardner Webb at  73 Minnesota,Minnesota 84-65 (96%) [71],8:00 pm BTN Plus,"Minneapolis, MN Williams Arena",11.974,,
279 Tarleton St. at  43 SMU,SMU 83-61 (98%) [70],8:00 pm ACC Network Extra,"Dallas, TX Moody Coliseum",11.975,,
344 Denver at  116 Seattle,Seattle 80-64 (93%) [71],10:00 pm ESPN+,"Seattle, WA Redhawk Center",11.876,,
338 Niagara at  110 Duquesne,Duquesne 78-62 (93%) [68],7:00 pm ESPN+,"Pittsburgh, PA UPMC Cooper Fieldhouse",11.777,,
337 Florida A&M at  104 South Florida,South Florida 83-65 (95%) [72],8:00 pm ESPN+,"Tampa, FL Yuengling Center",11.478,,
302 Rider at  59 Virginia,Virginia 83-62 (97%) [69],7:00 pm ACC Network Extra,"Charlottesville, VA John Paul Jones Arena",11.479,,
348 Stetson at  112 Rhode Island,Rhode Island 85-67 (95%) [72],7:00 pm ESPN+,"Kingston, RI Thomas M. Ryan Center",11.38,,
297 New Orleans at  66 TCU,TCU 85-64 (97%) [72],8:00 pm ESPN+,"Fort Worth, TX Ed & Rae Schollmaier Arena",11.081,,
300 Texas Southern at  8 Gonzaga,Gonzaga 93-64 (99.6%) [75],9:00 pm ESPN+,"Spokane, WA McCarthey Athletic Center",10.982,,
320 Charleston Southern at  71 Virginia Tech,Virginia Tech 83-63 (97%) [70],7:00 pm ACC Network Extra,"Blacksburg, VA Cassell Coliseum",10.683,,
324 Binghamton at  68 Syracuse,Syracuse 86-65 (97%) [71],7:00 pm ACC Network Extra,"Syracuse, NY JMA Wireless Dome",10.684,,
310 Bellarmine at  44 Georgia,Georgia 88-64 (99%) [71],7:30 pm SEC Network Plus,"Athens, GA Stegeman Coliseum",10.285,,
314 North Dakota at  23 Alabama,Alabama 97-68 (99.5%) [76],8:00 pm SEC Network Plus,"Tuscaloosa, AL Coleman Coliseum",10.286,,
322 West Georgia at  51 Nebraska,Nebraska 89-66 (98%) [72],8:00 pm BTN Plus,"Lincoln, NE Pinnacle Bank Arena",10.187,,
321 South Carolina St. at  14 Louisville,Louisville 94-64 (99.7%) [74],9:00 pm ACC Network,"Louisville, KY KFC Yum! Center",9.688,,
312 American at  49 Wake Forest,Wake Forest 83-60 (98%) [69],8:00 pm ACC Network Extra,"Winston-Salem, NC LJVM Coliseum",9.589,,
328 North Carolina Central at  38 N.C. State,N.C. State 87-61 (99%) [70],7:00 pm ACC Network Extra,"Raleigh, NC Lenovo Center",9.29,,
306 Lehigh at  1 Houston,Houston 86-54 (99.8%) [68],8:00 pm CBS Sports Network,"Houston, TX Fertitta Center",9.291,,
326 Green Bay at  21 Kansas,Kansas 90-61 (99.6%) [73],8:00 pm ESPN+,"Lawrence, KS Allen Fieldhouse",8.992,,
346 Central Arkansas at  33 North Carolina,North Carolina 93-64 (99.6%) [73],7:00 pm ACC Network,"Chapel Hill, NC Dean E. Smith Center",8.693,,
342 Canisius at  54 Dayton,Dayton 83-59 (99%) [69],7:00 pm ESPN+,"Dayton, OH University of Dayton Arena",8.694,,
358 Morgan St. at  82 Georgetown,Georgetown 87-63 (98%) [73],6:30 pm ESPN+,"Washington, DC Capital One Arena",8.495,,
345 Saint Francis at  58 Oklahoma,Oklahoma 87-62 (99%) [71],8:30 pm SEC Network Plus,"Norman, OK Lloyd Noble Center",8.496,,
352 Holy Cross at  48 Providence,Providence 87-62 (99%) [70],7:15 pm ESPN+,"Providence, RI Amica Mutual Pavilion",8.297,,
355 IU Indy at  27 Ohio St.,Ohio St. 92-62 (99.7%) [70],6:30 pm BTN Plus,"Columbus, OH Value City Arena",7.898,,
349 Fairleigh Dickinson at  13 Iowa St.,Iowa St. 90-57 (99.9%) [73],8:00 pm ESPN+,"Ames, IA James H. Hilton Coliseum",7.899,,
361 Chicago St. at  78 DePaul,DePaul 85-61 (99%) [70],8:00 pm ESPN+,"Chicago, IL Wintrust Arena",7.81,,
354 New Hampshire at  32 Clemson,Clemson 88-59 (99.6%) [70],7:00 pm ACC Network Extra,"Clemson, SC Littlejohn Coliseum",7.6101,,
359 Mercyhurst at  57 Northwestern,Northwestern 83-58 (99%) [68],8:00 pm BTN Plus,"Evanston, IL Welsh-Ryan Arena",7.6102,,
356 Wagner at  60 VCU,VCU 80-55 (99%) [69],7:00 pm ESPN+,"Richmond, VA Stuart Siegel Center",7.6103,,
362 Maryland Eastern Shore at  70 Georgia Tech,Georgia Tech 85-60 (99%) [70],7:30 pm ACC Network Extra,"Atlanta, GA McCamish Pavilion",7.6104,,
363 Coppin St. vs.  34 Maryland,Maryland 84-55 (99.5%) [71],6:30 pm Big Ten Network,"Baltimore, MD CFG Bank Arena",7.4105,,
364 Arkansas Pine Bluff at  45 Washington,Washington 94-62 (99.8%) [74],11:00 pm BTN Plus,"Seattle, WA Alaska Airlines Arena",7.3106,,
360 New Haven at  5 Connecticut,Connecticut 92-55 (99.96%) [69],7:00 pm ESPN+,"Storrs, CT Harry A. Gampel Pavilion",7.0107,,
365 Mississippi Valley St. at  98 UAB,UAB 89-56 (99.9%) [71],7:30 pm ESPN+,"Birmingham, AL Bartow Arena",6.1108,,
NR Widener at  238 Drexel,,6:00 pm FloSports,"Philadelphia, PA Daskalakis Athletic Center",0.0109,,
NR New College of Florida at  183 Florida Gulf Coast,,7:00 pm ESPN+,"Fort Myers, FL Alico Arena",0.0109,,
NR Northwest Indian at  170 Montana,,9:00 pm ESPN+,"Missoula, MT Dahlberg Arena",0.0109,,
NR Oakwood at  156 Jacksonville St.,,7:00 pm ESPN+,"Jacksonville, AL Pete Mathews Coliseum",0.0109,,
NR Texas Permian Basin at  157 UTEP,,9:00 pm,"El Paso, TX Don Haskins Center",0.0109,,
NR West Coast Baptist at  303 Weber St.,,9:00 pm ESPN+,"Ogden, UT Dee Events Center",0.0109,,
NR Champion Christian at  101 McNeese,,7:30 pm,"Lake Charles, LA Townsley Law Arena",0.0109,,
NR Colorado College at  199 Northern Colorado,,9:30 pm ESPN+,"Greeley, CO Bank of Colorado Arena",0.0109,,
NR Farmingdale St. at  289 Stony Brook,,6:31 pm FloSports,"Stony Brook, NY Island Federal Credit Union Ar",0.0109,,
NR Johnson & Wales NC at  258 VMI,,6:00 pm ESPN+,"Lexington, VA Cameron Hall",0.0109,,
NR LeTourneau at  185 Sam Houston St.,,7:30 pm ESPN+,"Huntsville, TX Bernard G. Johnson Coliseum",0.0109,,
NR Nobel at  161 CSUN,,10:00 pm ESPN+,"Northridge, CA Premier America Credit Union A",0.0109,,
NR Cal Tech at  335 Cal St. Fullerton,,10:00 pm ESPN+,"Fullerton, CA Titan Gym",0.0109,,
NR Rivier at  295 UMass Lowell,,7:00 pm ESPN+,"Lowell, MA Kennedy Family Athletic Comple",0.0109,,
NR Lincoln CA at  138 Loyola Marymount,,10:00 pm ESPN+,"Los Angeles, CA Gersten Pavilion",0.0109,,
NR Willamette at  268 Portland,,10:00 pm ESPN+,"Portland, OR Chiles Center",0.0109,,
NR SUNY Cobleskill at  340 Le Moyne,,7:00 pm,"Syracuse, NY Ted Grant Court",0.0109,,
NR Franklin at  193 Wright St.,,7:00 pm ESPN+,"Dayton, OH Ervin J. Nutter Center",0.0109,,
NR Bethesda at  115 UC Irvine,,10:00 pm ESPN+,"Irvine, CA Bren Events Center",0.0109,,
NR La Sierra at  275 UC Riverside,,10:00 pm ESPN+,"Riverside, CA Student Recreation Center",0.0109,,
NR La Verne at  149 UC San Diego,,10:00 pm ESPN+,"San Diego, CA LionTree Arena",0.0109,,
NR Huston Tillotson at  304 Grambling St.,,7:30 pm,"Grambling, LA Fredrick C. Hobdy Assembly Cen",0.0109,,
NR Blue Mountain at  319 Alabama A&M,,8:00 pm,"Huntsville, AL Alabama A&M Events Center",0.0109,,
NR Fresno Pacific at  190 Fresno St.,,10:30 pm,"Fresno, CA Save Mart Center",0.0109,,
NR SUNY Maritime at  347 Army,,8:00 pm ESPN+,"West Point, NY Christl Arena",0.0109,,
NR Mary Baldwin at  220 Longwood,,7:00 pm ESPN+,"Farmville, VA Joan Perry Brock Center",0.0109,,
NR Texas A&M San Antonio at  223 Lamar,,12:00 pm ESPN+,"Beaumont, TX Montagne Center",0.0109,,
NR Evangel at  317 Kansas City,,8:00 pm,"Kansas City, MO Swinney Recreation Center",0.0109,,
NR Southern Arkansas at  282 Houston Christian,,8:00 pm ESPN+,"Houston, TX Sharp Gymnasium",0.0109,,
NR Tusculum at  132 Charleston,,7:00 pm FloSports,"Charleston, SC TD Arena",0.0109,,
NR Washington Adventist at  233 Norfolk St.,,7:00 pm,"Norfolk, VA Joseph G. Echols Memorial Hall",0.0109,,
NR New Mexico Highlands at  88 North Texas,,8:30 pm ESPN+,"Denton, TX The Super Pit",0.0109,,
NR Cincinnati Clermont at  281 Northern Kentucky,,7:00 pm ESPN+,"Highland Heights, KY Truist Arena",0.0109,,
NR DeSales at  150 Davidson,,7:00 pm ESPN+,"Davidson, NC Belk Arena",0.0109,,
NR Millsaps at  234 Stephen F. Austin,,3:00 pm ESPN+,"Nacogdoches, TX William R. Johnson Coliseum",0.0109,,
NR Florida National at  198 FIU,,7:00 pm ESPN+,"Miami, FL Ocean Bank Convocation Center",0.0109,,
NR McKendree at  130 Southern Illinois,,8:00 pm ESPN+,"Carbondale, IL Banterra Center",0.0109,,
NR Northern Vermont Joh at  315 Central Connecticut,,7:00 pm,"New Britain, CT William H. Detrick Gymnasium",0.0109,,
NR Fisk at  242 Tennessee St.,,8:00 pm ESPN+,"Nashville, TN Gentry Center",0.0109,,
NR Oklahoma Christian at  139 Tulsa,,8:00 pm ESPN+,"Tulsa, OK Donald W. Reynolds Center",0.0109,,
NR Menlo at  265 UC Davis,,8:00 pm ESPN+,"Davis, CA University Credit Union Center",0.0109,,
NR UNT Dallas at  178 UT Arlington,,8:00 pm ESPN+,"Arlington, TX College Park Center",0.0109,,
NR Union at  118 Chattanooga,,7:00 pm ESPN+,"Chattanooga, TN McKenzie Arena",0.0109,,
NR Hawaii Pacific at  53 Boise St.,,9:00 pm,"Boise, ID ExtraMile Arena",0.0109,,
NR Paine at  141 Kennesaw St.,,7:00 pm ESPN+,"Kennesaw, GA KSU Convocation Center",0.0109,,
NR Kentucky Christian at  100 Liberty,,7:00 pm ESPN+,"Lynchburg, VA Liberty Arena",0.0109,,
NR Erskine at  333 The Citadel,,7:00 pm ESPN+,"Charleston, SC McAlister Field House",0.0109,,
NR Westminster UT at  42 Utah St.,,9:00 pm,"Logan, UT Dee Glen Smith Spectrum",0.0109,,
NR Northern St. at  155 Wyoming,,8:30 pm,"Laramie, WY Arena-Auditorium",0.0109,,
NR Mount Olive at  120 UNC Wilmington,,7:00 pm FloSports,"Wilmington, NC Trask Coliseum",0.0109,,
NR Western New England at  209 Vermont,,7:00 pm ESPN+,"Burlington, VT Roy L Patrick Gymnasium",0.0109,,
NR Trinity TX at  266 Texas A&M Corpus Chris,,8:30 pm ESPN+,"Corpus Christi, TX Dugan Wellness Center",0.0109,,
NR Life Pacific at  250 Pepperdine,,9:00 pm ESPN+,"Malibu, CA Firestone Fieldhouse",0.0109,,
NR California Santa Cruz at  84 San Francisco,,10:00 pm ESPN+,"San Francisco, CA War Memorial Gymnasium",0.0109,,
NR Biblical Studies at  327 Prairie View A&M,,1:00 pm,"Prairie View, TX William Nicks Center",0.0109,,
NR McMurry at  177 Abilene Christian,,9:00 pm ESPN+,"Abilene, TX Moody Coliseum",0.0109,,
NR Midway at  293 Morehead St.,,7:00 pm ESPN+,"Morehead, KY Johnson Arena",0.0109,,
NR Georgian Court at  231 William & Mary,,7:00 pm FloSports,"Williamsburg, VA Kaplan Arena",0.0109,,
NR Thomas ME at  332 Stonehill,,5:00 pm,"Easton, MA Merkert Gymnasium",0.0109,,
NR Arlington Baptist at  323 East Texas A&M,,11:30 am ESPN+,"Commerce, TX East Texas A&M Field House",0.0109,,
NR Bryan at  285 Austin Peay,,8:30 pm ESPN+,"Clarksville, TN F&M Bank Arena",0.0109,,
