current_team,logo
Stephen F. Austin,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2617.png&h=200&w=200
Stetson,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/56.png&h=200&w=200
Stonehill,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/284.png&h=200&w=200
Stony Brook,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2619.png&h=200&w=200
Syracuse,http://a.espncdn.com/i/teamlogos/ncaa/500/183.png
Tarleton St.,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2627.png&h=200&w=200
TCU,http://a.espncdn.com/i/teamlogos/ncaa/500/2628.png
Temple,http://a.espncdn.com/i/teamlogos/ncaa/500/218.png
Tennessee,http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png
Tennessee Martin,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2630.png&h=200&w=200
Tennessee St.,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2634.png&h=200&w=200
Tennessee Tech,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2635.png&h=200&w=200
Texas,http://a.espncdn.com/i/teamlogos/ncaa/500/251.png
Texas A&M,http://a.espncdn.com/i/teamlogos/ncaa/500/245.png
Texas A&M Corpus Chris,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/357.png&h=200&w=200
Texas Southern,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2640.png&h=200&w=200
Texas St.,http://a.espncdn.com/i/teamlogos/ncaa/500/326.png
Texas Tech,http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png
The Citadel,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2643.png&h=200&w=200
Toledo,http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png
Towson,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/119.png&h=200&w=200
Troy,http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png
Tulane,http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png
Tulsa,http://a.espncdn.com/i/teamlogos/ncaa/500/202.png
UAB,http://a.espncdn.com/i/teamlogos/ncaa/500/5.png
UC Davis,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/302.png&h=200&w=200
UC Irvine,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/300.png&h=200&w=200
UC Riverside,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/27.png&h=200&w=200
UC San Diego,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/28.png&h=200&w=200
UC Santa Barbara,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2540.png&h=200&w=200
UCF,http://a.espncdn.com/i/teamlogos/ncaa/500/2116.png
UCLA,http://a.espncdn.com/i/teamlogos/ncaa/500/26.png
UMass Lowell,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2349.png&h=200&w=200
UMBC,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2378.png&h=200&w=200
UNC Asheville,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2427.png&h=200&w=200
UNC Greensboro,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2430.png&h=200&w=200
UNC Wilmington,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/350.png&h=200&w=200
UNLV,http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png
USC,http://a.espncdn.com/i/teamlogos/ncaa/500/30.png
USC Upstate,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2908.png&h=200&w=200
UT Arlington,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/250.png&h=200&w=200
UT Rio Grande Valley,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/292.png&h=200&w=200
Utah,http://a.espncdn.com/i/teamlogos/ncaa/500/254.png
Utah St.,http://a.espncdn.com/i/teamlogos/ncaa/500/328.png
Utah Tech,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/3101.png&h=200&w=200
Utah Valley,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/3084.png&h=200&w=200
UTEP,http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png
UTSA,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2636.png&h=200&w=200
Valparaiso,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2674.png&h=200&w=200
Vanderbilt,http://a.espncdn.com/i/teamlogos/ncaa/500/238.png
VCU,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2670.png&h=200&w=200
Vermont,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/261.png&h=200&w=200
Villanova,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/222.png&h=200&w=200
Virginia,http://a.espncdn.com/i/teamlogos/ncaa/500/258.png
Virginia Tech,http://a.espncdn.com/i/teamlogos/ncaa/500/259.png
VMI,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2678.png&h=200&w=200
Wagner,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2681.png&h=200&w=200
Wake Forest,http://a.espncdn.com/i/teamlogos/ncaa/500/154.png
Washington,http://a.espncdn.com/i/teamlogos/ncaa/500/264.png
Washington St.,http://a.espncdn.com/i/teamlogos/ncaa/500/265.png
Weber St.,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2692.png&h=200&w=200
West Georgia,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2698.png&h=200&w=200
West Virginia,http://a.espncdn.com/i/teamlogos/ncaa/500/277.png
Western Carolina,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2717.png&h=200&w=200
Western Illinois,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2710.png&h=200&w=200
Western Kentucky,http://a.espncdn.com/i/teamlogos/ncaa/500/98.png
Western Michigan,http://a.espncdn.com/i/teamlogos/ncaa/500/2711.png
Wichita St.,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2724.png&h=200&w=200
William & Mary,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2729.png&h=200&w=200
Winthrop,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2737.png&h=200&w=200
Wisconsin,http://a.espncdn.com/i/teamlogos/ncaa/500/275.png
Wofford,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2747.png&h=200&w=200
Wright St.,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2750.png&h=200&w=200
Wyoming,http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png
Xavier,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2752.png&h=200&w=200
Yale,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/43.png&h=200&w=200
Youngstown St.,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2754.png&h=200&w=200

